,맥주,년,평점
115,Berliner Kindl Jubiläums Pilsener Premium,2017,2.7038461538461545
116,Berliner Kindl Jubiläums Pilsener Premium,2018,2.715
117,Berliner Kindl Jubiläums Pilsener Premium,2019,2.7333333333333334
118,Berliner Kindl Jubiläums Pilsener Premium,2020,2.772727272727273
119,Berliner Kindl Jubiläums Pilsener Premium,2021,2.8
120,Bintang Pilsener,2001,2.233333333333333
121,Bintang Pilsener,2002,1.96875
122,Bintang Pilsener,2003,1.8722222222222225
123,Bintang Pilsener,2004,1.8375
124,Bintang Pilsener,2005,2.0866666666666664
125,Bintang Pilsener,2006,1.9083333333333328
126,Bintang Pilsener,2007,1.885714285714286
127,Bintang Pilsener,2008,1.85625
128,Bintang Pilsener,2009,1.935
129,Bintang Pilsener,2010,2.081818181818182
130,Bintang Pilsener,2011,2.166666666666667
131,Bintang Pilsener,2012,2.0526315789473686
132,Bintang Pilsener,2013,2.07
133,Bintang Pilsener,2014,1.9833333333333327
134,Bintang Pilsener,2015,2.0680000000000005
135,Bintang Pilsener,2016,2.0250000000000004
136,Bintang Pilsener,2017,2.057377049180328
137,Bintang Pilsener,2018,2.0844444444444443
138,Bintang Pilsener,2019,2.4388888888888887
139,Bintang Pilsener,2020,1.95
140,Budweiser,2000,1.2347826086956522
141,Budweiser,2001,1.4881856540084384
142,Budweiser,2002,1.398617511520737
143,Budweiser,2003,1.4824626865671642
144,Budweiser,2004,1.3799999999999994
145,Budweiser,2005,1.4425170068027222
146,Budweiser,2006,1.324161073825504
147,Budweiser,2007,1.3340314136125655
148,Budweiser,2008,1.4865384615384616
149,Budweiser,2009,1.5837104072398196
150,Budweiser,2010,1.4211678832116783
151,Budweiser,2011,1.6202380952380948
152,Budweiser,2012,1.5826086956521719
153,Budweiser,2013,1.752466367713005
154,Budweiser,2014,1.6666666666666676
155,Budweiser,2015,1.6016949152542364
156,Budweiser,2016,1.9196261682243
157,Budweiser,2017,1.9595041322314048
158,Budweiser,2018,2.016153846153846
159,Budweiser,2019,2.0880597014925377
160,Budweiser,2020,2.1097560975609757
161,Burge Meester Shandy Lemon,2016,2.5
162,Burge Meester Shandy Lemon,2019,2.1
163,Carlsberg Pilsner,2000,3.0
164,Carlsberg Pilsner,2001,2.7851851851851848
165,Carlsberg Pilsner,2002,2.454878048780487
166,Carlsberg Pilsner,2003,2.3898734177215197
167,Carlsberg Pilsner,2004,2.1554216867469886
168,Carlsberg Pilsner,2005,2.269090909090909
169,Carlsberg Pilsner,2006,2.175652173913044
170,Carlsberg Pilsner,2007,2.264516129032257
171,Carlsberg Pilsner,2008,2.2353333333333336
172,Carlsberg Pilsner,2009,2.109649122807017
173,Carlsberg Pilsner,2010,2.2136363636363643
174,Carlsberg Pilsner,2011,2.222340425531914
175,Carlsberg Pilsner,2012,2.2437500000000004
176,Carlsberg Pilsner,2013,2.2650793650793646
177,Carlsberg Pilsner,2014,2.212087912087912
178,Carlsberg Pilsner,2015,2.296103896103896
179,Carlsberg Pilsner,2016,2.3375000000000004
180,Carlsberg Pilsner,2017,2.2533333333333334
181,Carlsberg Pilsner,2018,2.3568627450980384
182,Carlsberg Pilsner,2019,2.2984126984126987
183,Carlsberg Pilsner,2020,2.3806451612903228
184,Carlsberg Pilsner,2021,1.6
185,Cass Fresh,2002,1.2833333333333332
186,Cass Fresh,2003,1.525
187,Cass Fresh,2004,1.5625
188,Cass Fresh,2005,1.525
189,Cass Fresh,2006,1.7538461538461538
190,Cass Fresh,2007,1.5750000000000002
191,Cass Fresh,2008,1.4333333333333331
192,Cass Fresh,2009,1.5727272727272728
193,Cass Fresh,2010,1.3857142857142857
194,Cass Fresh,2011,1.45
195,Cass Fresh,2012,1.7999999999999998
196,Cass Fresh,2013,1.8214285714285716
197,Cass Fresh,2014,1.7791666666666668
198,Cass Fresh,2015,1.9
199,Cass Fresh,2016,1.7685714285714285
200,Cass Fresh,2017,1.864285714285714
201,Cass Fresh,2018,1.912
202,Cass Fresh,2019,1.96
203,Cass Fresh,2020,1.9714285714285715
204,Castlemaine XXXX Gold Lager,2000,2.2
205,Castlemaine XXXX Gold Lager,2001,1.8666666666666665
206,Castlemaine XXXX Gold Lager,2002,2.421428571428572
207,Castlemaine XXXX Gold Lager,2003,1.64375
208,Castlemaine XXXX Gold Lager,2004,1.6454545454545455
209,Castlemaine XXXX Gold Lager,2005,1.6846153846153844
210,Castlemaine XXXX Gold Lager,2006,1.4666666666666668
211,Castlemaine XXXX Gold Lager,2007,1.6562499999999998
212,Castlemaine XXXX Gold Lager,2008,2.085714285714286
213,Castlemaine XXXX Gold Lager,2009,1.83
214,Castlemaine XXXX Gold Lager,2010,1.9125
215,Castlemaine XXXX Gold Lager,2011,1.2600000000000002
216,Castlemaine XXXX Gold Lager,2012,1.5125000000000002
217,Castlemaine XXXX Gold Lager,2013,2.3909090909090907
218,Castlemaine XXXX Gold Lager,2014,1.4933333333333332
219,Castlemaine XXXX Gold Lager,2015,1.9
220,Castlemaine XXXX Gold Lager,2016,2.7875
221,Castlemaine XXXX Gold Lager,2017,2.15
222,Castlemaine XXXX Gold Lager,2018,1.625
223,Castlemaine XXXX Gold Lager,2019,2.98
224,Castlemaine XXXX Gold Lager,2020,2.3400000000000003
225,Desperados,2002,1.8277777777777784
226,Desperados,2003,1.5500000000000005
227,Desperados,2004,1.2526315789473683
228,Desperados,2005,1.356
229,Desperados,2006,1.4255813953488372
230,Desperados,2007,1.8105263157894742
231,Desperados,2008,1.8457142857142863
232,Desperados,2009,1.5628571428571432
233,Desperados,2010,1.9066666666666665
234,Desperados,2011,1.875
235,Desperados,2012,1.9482758620689653
236,Desperados,2013,1.7840579710144928
237,Desperados,2014,1.803061224489796
238,Desperados,2015,1.7494736842105256
239,Desperados,2016,1.7636363636363641
240,Desperados,2017,1.8703125
241,Desperados,2018,2.107894736842105
242,Desperados,2019,2.0900000000000003
243,Desperados,2020,1.8909090909090909
244,Desperados,2021,3.7
245,Edelweiss Weissbier Snowfresh,2007,3.4689655172413785
246,Edelweiss Weissbier Snowfresh,2008,3.332812500000001
247,Edelweiss Weissbier Snowfresh,2009,3.1290909090909107
248,Edelweiss Weissbier Snowfresh,2010,3.2633333333333336
249,Edelweiss Weissbier Snowfresh,2011,3.1826086956521737
250,Edelweiss Weissbier Snowfresh,2012,3.18235294117647
251,Edelweiss Weissbier Snowfresh,2013,3.3125
252,Edelweiss Weissbier Snowfresh,2014,3.345833333333333
253,Edelweiss Weissbier Snowfresh,2015,3.1291666666666664
254,Edelweiss Weissbier Snowfresh,2016,3.4166666666666674
255,Edelweiss Weissbier Snowfresh,2017,3.227272727272727
256,Edelweiss Weissbier Snowfresh,2018,3.3300000000000005
257,Edelweiss Weissbier Snowfresh,2019,3.2571428571428567
258,Edelweiss Weissbier Snowfresh,2020,2.6
259,Egger Grapefruit Radler,2013,2.2
260,Egger Grapefruit Radler,2014,2.2461538461538457
261,Egger Grapefruit Radler,2015,2.273333333333333
262,Egger Grapefruit Radler,2016,2.375
263,Egger Grapefruit Radler,2017,2.6333333333333333
264,Egger Grapefruit Radler,2018,2.55
265,Egger Grapefruit Radler,2019,2.7
266,Egger Grapefruit Radler,2020,2.3666666666666667
267,Egger Märzenbier,2006,2.775
268,Egger Märzenbier,2007,2.4285714285714284
269,Egger Märzenbier,2008,2.464285714285715
270,Egger Märzenbier,2009,2.18
271,Egger Märzenbier,2010,2.5357142857142856
272,Egger Märzenbier,2011,2.38
273,Egger Märzenbier,2012,2.591666666666667
274,Egger Märzenbier,2013,2.3375000000000004
275,Egger Märzenbier,2014,2.4058823529411764
276,Egger Märzenbier,2015,2.5944444444444437
277,Egger Märzenbier,2016,2.5888888888888895
278,Egger Märzenbier,2017,2.3999999999999995
279,Egger Märzenbier,2018,2.3545454545454545
280,Egger Märzenbier,2019,2.553333333333333
281,Egger Märzenbier,2020,2.73
282,Egger Zwickl,2014,2.9000000000000004
283,Egger Zwickl,2016,2.5
284,Egger Zwickl,2018,2.1
285,Egger Zwickl,2019,2.8
286,Egger Zwickl,2020,2.9
287,Eichbaum Apostel Bräu,2007,2.8
288,Eichbaum Apostel Bräu,2008,2.772727272727273
289,Eichbaum Apostel Bräu,2009,2.611111111111112
290,Eichbaum Apostel Bräu,2010,2.307692307692308
291,Eichbaum Apostel Bräu,2011,2.5500000000000003
292,Eichbaum Apostel Bräu,2012,2.33125
293,Eichbaum Apostel Bräu,2013,2.2461538461538457
294,Eichbaum Apostel Bräu,2014,2.327272727272727
295,Eichbaum Apostel Bräu,2015,2.3142857142857136
296,Eichbaum Apostel Bräu,2016,2.65
297,Eichbaum Apostel Bräu,2017,2.5444444444444447
298,Eichbaum Apostel Bräu,2018,2.3428571428571425
299,Eichbaum Apostel Bräu,2019,2.4285714285714284
300,Eichbaum Apostel Bräu,2021,2.7
301,Erdinger Weissbier,2000,3.175
302,Erdinger Weissbier,2001,3.4266666666666667
303,Erdinger Weissbier,2002,3.184057971014492
304,Erdinger Weissbier,2003,3.1493670886075957
305,Erdinger Weissbier,2004,3.1617647058823537
306,Erdinger Weissbier,2005,3.1891156462585037
307,Erdinger Weissbier,2006,3.0957055214723934
308,Erdinger Weissbier,2007,3.13131868131868
309,Erdinger Weissbier,2008,3.156097560975609
310,Erdinger Weissbier,2009,3.1287499999999997
311,Erdinger Weissbier,2010,3.0888888888888903
312,Erdinger Weissbier,2011,3.1601351351351346
313,Erdinger Weissbier,2012,3.1733333333333316
314,Erdinger Weissbier,2013,3.2590090090090102
315,Erdinger Weissbier,2014,3.1293388429752067
316,Erdinger Weissbier,2015,3.1317204301075283
317,Erdinger Weissbier,2016,3.1163793103448265
318,Erdinger Weissbier,2017,3.1856060606060588
319,Erdinger Weissbier,2018,3.1265822784810124
320,Erdinger Weissbier,2019,3.174603174603175
321,Erdinger Weissbier,2020,3.215909090909092
322,Erdinger Weissbier,2021,4.1
323,Erdinger Weissbier Dunkel,2000,4.3
324,Erdinger Weissbier Dunkel,2001,3.4600000000000004
325,Erdinger Weissbier Dunkel,2002,3.3808510638297866
326,Erdinger Weissbier Dunkel,2003,3.2414285714285715
327,Erdinger Weissbier Dunkel,2004,3.3160000000000003
328,Erdinger Weissbier Dunkel,2005,3.2549549549549552
329,Erdinger Weissbier Dunkel,2006,3.1803921568627445
330,Erdinger Weissbier Dunkel,2007,3.23170731707317
331,Erdinger Weissbier Dunkel,2008,3.1655172413793093
332,Erdinger Weissbier Dunkel,2009,3.190677966101694
333,Erdinger Weissbier Dunkel,2010,3.2093220338983066
334,Erdinger Weissbier Dunkel,2011,3.3409090909090926
335,Erdinger Weissbier Dunkel,2012,3.318120805369128
336,Erdinger Weissbier Dunkel,2013,3.2314102564102565
337,Erdinger Weissbier Dunkel,2014,3.1356725146198823
338,Erdinger Weissbier Dunkel,2015,3.2053846153846166
339,Erdinger Weissbier Dunkel,2016,3.1708333333333343
340,Erdinger Weissbier Dunkel,2017,3.184444444444445
341,Erdinger Weissbier Dunkel,2018,3.1378787878787877
342,Erdinger Weissbier Dunkel,2019,3.2321428571428577
343,Erdinger Weissbier Dunkel,2020,3.1437499999999994
344,Erdinger Weissbier Dunkel,2021,2.1
345,FiLite,2017,2.566666666666667
346,FiLite,2018,2.325
347,FiLite,2019,2.25
348,Franziskaner Hefe-Weissbier,2000,3.96
349,Franziskaner Hefe-Weissbier,2001,3.864285714285714
350,Franziskaner Hefe-Weissbier,2002,3.708849557522123
351,Franziskaner Hefe-Weissbier,2003,3.678985507246376
352,Franziskaner Hefe-Weissbier,2004,3.5698630136986287
353,Franziskaner Hefe-Weissbier,2005,3.5463687150837986
354,Franziskaner Hefe-Weissbier,2006,3.5657142857142885
355,Franziskaner Hefe-Weissbier,2007,3.634065934065934
356,Franziskaner Hefe-Weissbier,2008,3.6569579288025884
357,Franziskaner Hefe-Weissbier,2009,3.532275132275132
358,Franziskaner Hefe-Weissbier,2010,3.6466666666666665
359,Franziskaner Hefe-Weissbier,2011,3.576041666666668
360,Franziskaner Hefe-Weissbier,2012,3.6080645161290312
361,Franziskaner Hefe-Weissbier,2013,3.619130434782607
362,Franziskaner Hefe-Weissbier,2014,3.6308243727598577
363,Franziskaner Hefe-Weissbier,2015,3.566981132075473
364,Franziskaner Hefe-Weissbier,2016,3.6439306358381534
365,Franziskaner Hefe-Weissbier,2017,3.633566433566434
366,Franziskaner Hefe-Weissbier,2018,3.5975609756097584
367,Franziskaner Hefe-Weissbier,2019,3.6584905660377367
368,Franziskaner Hefe-Weissbier,2020,3.6069767441860456
369,Franziskaner Hefe-Weissbier,2021,3.5
370,Gambrinus Originál 10° (Desítka),2002,2.6500000000000004
371,Gambrinus Originál 10° (Desítka),2003,2.575
372,Gambrinus Originál 10° (Desítka),2004,2.7571428571428567
373,Gambrinus Originál 10° (Desítka),2005,2.669230769230769
374,Gambrinus Originál 10° (Desítka),2006,2.3916666666666666
375,Gambrinus Originál 10° (Desítka),2007,2.4250000000000003
376,Gambrinus Originál 10° (Desítka),2008,2.5914285714285707
377,Gambrinus Originál 10° (Desítka),2009,2.595652173913044
378,Gambrinus Originál 10° (Desítka),2010,2.54375
379,Gambrinus Originál 10° (Desítka),2011,2.2766666666666664
380,Gambrinus Originál 10° (Desítka),2012,2.4703703703703703
381,Gambrinus Originál 10° (Desítka),2013,2.475862068965517
382,Gambrinus Originál 10° (Desítka),2014,2.425641025641026
383,Gambrinus Originál 10° (Desítka),2015,2.4935483870967747
384,Gambrinus Originál 10° (Desítka),2016,2.59
385,Gambrinus Originál 10° (Desítka),2017,2.5391304347826087
386,Gambrinus Originál 10° (Desítka),2018,2.5121212121212118
387,Gambrinus Originál 10° (Desítka),2019,2.638709677419356
388,Gambrinus Originál 10° (Desítka),2020,2.96
389,Gambrinus Originál 10° (Desítka),2021,2.7
390,Grolsch Premium Lager,2000,2.9333333333333336
391,Grolsch Premium Lager,2001,2.85
392,Grolsch Premium Lager,2002,2.7075581395348842
393,Grolsch Premium Lager,2003,2.744374999999999
394,Grolsch Premium Lager,2004,2.5854838709677406
395,Grolsch Premium Lager,2005,2.4901515151515152
396,Grolsch Premium Lager,2006,2.46875
397,Grolsch Premium Lager,2007,2.4027027027027037
398,Grolsch Premium Lager,2008,2.401250000000001
399,Grolsch Premium Lager,2009,2.3336206896551728
400,Grolsch Premium Lager,2010,2.4762376237623767
401,Grolsch Premium Lager,2011,2.6469135802469137
402,Grolsch Premium Lager,2012,2.5727272727272728
403,Grolsch Premium Lager,2013,2.4977272727272744
404,Grolsch Premium Lager,2014,2.6294642857142865
405,Grolsch Premium Lager,2015,2.5442477876106184
406,Grolsch Premium Lager,2016,2.6371794871794867
407,Grolsch Premium Lager,2017,2.7292929292929298
408,Grolsch Premium Lager,2018,2.809375
409,Grolsch Premium Lager,2019,2.7527272727272725
410,Grolsch Premium Lager,2020,2.8000000000000003
411,Grolsch Premium Lager,2021,2.8
412,Guinness Draught,2000,4.148
413,Guinness Draught,2001,3.9646067415730335
414,Guinness Draught,2002,3.679586563307493
415,Guinness Draught,2003,3.542013888888889
416,Guinness Draught,2004,3.5430420711974104
417,Guinness Draught,2005,3.396694214876032
418,Guinness Draught,2006,3.5325714285714307
419,Guinness Draught,2007,3.39036402569593
420,Guinness Draught,2008,3.4332535885167474
421,Guinness Draught,2009,3.422327044025156
422,Guinness Draught,2010,3.362015503875968
423,Guinness Draught,2011,3.4153526970954338
424,Guinness Draught,2012,3.4565088757396456
425,Guinness Draught,2013,3.3835164835164857
426,Guinness Draught,2014,3.3651090342679137
427,Guinness Draught,2015,3.27622641509434
428,Guinness Draught,2016,3.3628272251308906
429,Guinness Draught,2017,3.3219730941704033
430,Guinness Draught,2018,3.4153333333333324
431,Guinness Draught,2019,3.549541284403672
432,Guinness Draught,2020,3.522033898305084
433,Guinness Draught,2021,3.5
434,Guinness Original 4.2%,2000,2.1
435,Guinness Original 4.2%,2001,2.225
436,Guinness Original 4.2%,2002,2.9000000000000004
437,Guinness Original 4.2%,2003,3.227272727272727
438,Guinness Original 4.2%,2004,3.4190476190476184
439,Guinness Original 4.2%,2005,3.1260869565217395
440,Guinness Original 4.2%,2006,3.4789473684210517
441,Guinness Original 4.2%,2007,3.176
442,Guinness Original 4.2%,2008,3.276
443,Guinness Original 4.2%,2009,3.305
444,Guinness Original 4.2%,2010,3.1096774193548398
445,Guinness Original 4.2%,2011,3.236666666666667
446,Guinness Original 4.2%,2012,3.3131578947368427
447,Guinness Original 4.2%,2013,3.298275862068966
448,Guinness Original 4.2%,2014,3.094871794871795
449,Guinness Original 4.2%,2015,3.1773584905660384
450,Guinness Original 4.2%,2016,3.170833333333334
451,Guinness Original 4.2%,2017,3.2411764705882344
452,Guinness Original 4.2%,2018,3.145454545454545
453,Guinness Original 4.2%,2019,3.3269230769230766
454,Guinness Original 4.2%,2020,3.41
455,Harbin Beer,2002,2.3
456,Harbin Beer,2003,2.25
457,Harbin Beer,2004,1.7
458,Harbin Beer,2005,2.8
459,Harbin Beer,2006,2.019642857142857
460,Harbin Beer,2007,2.122988505747126
461,Harbin Beer,2008,2.002857142857144
462,Harbin Beer,2009,2.026315789473684
463,Harbin Beer,2010,1.9866666666666668
464,Harbin Beer,2011,1.55
465,Harbin Beer,2012,1.6583333333333334
466,Harbin Beer,2013,1.5333333333333332
467,Harbin Beer,2014,1.5166666666666666
468,Harbin Beer,2015,2.3714285714285714
469,Harbin Beer,2016,1.8142857142857145
470,Harbin Beer,2017,2.1333333333333333
471,Harbin Beer,2018,1.7399999999999998
472,Harbin Beer,2019,1.675
473,Harbin Beer,2020,2.15
474,Heineken,2000,1.8705882352941177
475,Heineken,2001,2.3993421052631576
476,Heineken,2002,2.312944983818771
477,Heineken,2003,2.2199999999999998
478,Heineken,2004,2.1128865979381453
479,Heineken,2005,2.0372881355932195
480,Heineken,2006,2.0947955390334565
481,Heineken,2007,2.123492063492064
482,Heineken,2008,2.068867924528301
483,Heineken,2009,2.02211055276382
484,Heineken,2010,1.9820987654320985
485,Heineken,2011,1.9948863636363636
486,Heineken,2012,2.2003773584905657
487,Heineken,2013,2.1919413919413917
488,Heineken,2014,2.0992156862745093
489,Heineken,2015,2.1745370370370374
490,Heineken,2016,2.240789473684211
491,Heineken,2017,2.146308724832215
492,Heineken,2018,2.4401785714285724
493,Heineken,2019,2.3432692307692307
494,Heineken,2020,2.564444444444444
495,Heineken Dark Lager,2000,1.6
496,Heineken Dark Lager,2001,2.914285714285714
497,Heineken Dark Lager,2002,2.709302325581396
498,Heineken Dark Lager,2003,2.5980392156862746
499,Heineken Dark Lager,2004,2.471186440677965
500,Heineken Dark Lager,2005,2.6234375
501,Heineken Dark Lager,2006,2.6673913043478263
502,Heineken Dark Lager,2007,2.805172413793104
503,Heineken Dark Lager,2008,2.573611111111112
504,Heineken Dark Lager,2009,2.5972972972972976
505,Heineken Dark Lager,2010,2.685714285714286
506,Heineken Dark Lager,2011,2.770833333333333
507,Heineken Dark Lager,2012,2.734615384615384
508,Heineken Dark Lager,2013,3.0052631578947366
509,Heineken Dark Lager,2014,2.988888888888889
510,Heineken Dark Lager,2015,2.9333333333333336
511,Heineken Dark Lager,2016,2.68
512,Heineken Dark Lager,2017,2.65
513,Heineken Dark Lager,2018,2.7
514,Heineken Dark Lager,2019,2.6
515,Hite D (Dry Finish),2010,1.1
516,Hite D (Dry Finish),2011,1.9090909090909087
517,Hite D (Dry Finish),2012,2.653846153846154
518,Hite D (Dry Finish),2013,1.985714285714286
519,Hite D (Dry Finish),2014,2.0111111111111106
520,Hite D (Dry Finish),2015,2.14
521,Hite D (Dry Finish),2016,1.3
522,Hite D (Dry Finish),2017,1.8666666666666665
523,Hite D (Dry Finish),2018,1.4
524,Hite Extra Cold,2017,2.1461538461538465
525,Hite Extra Cold,2018,1.8
526,Hite Extra Cold,2019,2.527272727272728
527,Hite Extra Cold,2020,2.0500000000000003
528,Hite Prime Max,2002,1.2
529,Hite Prime Max,2003,1.55
530,Hite Prime Max,2004,1.95
531,Hite Prime Max,2005,2.25
532,Hite Prime Max,2006,1.7625
533,Hite Prime Max,2007,1.9
534,Hite Prime Max,2008,2.0111111111111106
535,Hite Prime Max,2009,1.5125
536,Hite Prime Max,2010,1.7333333333333334
537,Hite Prime Max,2011,1.5285714285714285
538,Hite Prime Max,2012,2.0
539,Hite Prime Max,2013,1.7399999999999998
540,Hite Prime Max,2014,1.8000000000000005
541,Hite Prime Max,2015,2.1615384615384614
542,Hite Prime Max,2016,1.9
543,Hite Prime Max,2017,2.5
544,Hite Prime Max,2018,1.9833333333333332
545,Hite Prime Max,2019,2.44
546,Hoegaarden,2000,4.090909090909091
547,Hoegaarden,2001,4.08235294117647
548,Hoegaarden,2002,3.6566037735849055
549,Hoegaarden,2003,3.636097560975611
550,Hoegaarden,2004,3.5849056603773586
551,Hoegaarden,2005,3.5781132075471715
552,Hoegaarden,2006,3.5562724014336915
553,Hoegaarden,2007,3.492391304347826
554,Hoegaarden,2008,3.545647058823533
555,Hoegaarden,2009,3.4365019011406845
556,Hoegaarden,2010,3.4284444444444437
557,Hoegaarden,2011,3.4799999999999995
558,Hoegaarden,2012,3.5114754098360628
559,Hoegaarden,2013,3.4800623052959483
560,Hoegaarden,2014,3.4567114093959748
561,Hoegaarden,2015,3.5137037037037033
562,Hoegaarden,2016,3.5068292682926816
563,Hoegaarden,2017,3.4148571428571435
564,Hoegaarden,2018,3.4262135922330086
565,Hoegaarden,2019,3.525
566,Hoegaarden,2020,3.5142857142857142
567,Hoegaarden,2021,3.6666666666666665
568,Hoegaarden Cherry,2017,2.05
569,Hoegaarden Cherry,2018,3.6
570,Hoegaarden Rosée,2007,2.3205128205128207
571,Hoegaarden Rosée,2008,2.6053571428571423
572,Hoegaarden Rosée,2009,2.188
573,Hoegaarden Rosée,2010,2.625
574,Hoegaarden Rosée,2011,2.4288888888888893
575,Hoegaarden Rosée,2012,2.5266666666666664
576,Hoegaarden Rosée,2013,2.3925925925925924
577,Hoegaarden Rosée,2014,2.498076923076922
578,Hoegaarden Rosée,2015,2.484
579,Hoegaarden Rosée,2016,2.592857142857143
